acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year
0.7290000000000001,0.253,161000,0.385,0,0.0,7,0.0428,-8.031,0,22,0.0341,203.512,0.6459999999999999,1963
0.978,0.219,219707,0.222,0,0.000149,9,0.0837,-16.941,1,0,0.039,72.999,0.0632,1945
0.634,0.846,223921,0.6509999999999999,1,0.0,7,0.125,-5.481,0,61,0.128,140.048,0.581,2017
0.944,0.398,246573,0.255,0,3.24e-06,10,0.114,-11.205,1,52,0.0373,83.883,0.386,2015
0.606,0.612,195531,0.579,0,8.93e-06,5,0.353,-7.2639999999999985,1,44,0.0269,136.641,0.81,1995
0.994,0.768,175493,0.155,0,0.6890000000000001,2,0.113,-13.473,1,0,0.113,111.871,0.7390000000000001,1928
0.875,0.653,524093,0.368,0,0.00305,10,0.0972,-11.567,0,48,0.0439,117.161,0.249,1999
0.784,0.573,248707,0.639,0,0.633,0,0.0923,-7.143,1,53,0.0247,89.575,0.24,2011
0.883,0.588,134493,0.336,0,0.0,7,0.251,-11.818,0,1,0.0461,169.384,0.667,1954
0.882,0.56,132840,0.302,0,3.58e-06,0,0.0975,-10.553,1,8,0.16,173.67700000000005,0.805,1959
