acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year
0.7290000000000001,0.253,161000,0.385,0,0.0,7,0.0428,-8.031,0,22,0.0341,203.512,0.6459999999999999,1963
0.978,0.219,219707,0.222,0,0.000149,9,0.0837,-16.941,1,0,0.039,72.999,0.0632,1945
0.634,0.846,223921,0.6509999999999999,1,0.0,7,0.125,-5.481,0,61,0.128,140.048,0.581,2017
0.944,0.398,246573,0.255,0,3.24e-06,10,0.114,-11.205,1,52,0.0373,83.883,0.386,2015
0.606,0.612,195531,0.579,0,8.93e-06,5,0.353,-7.2639999999999985,1,44,0.0269,136.641,0.81,1995
0.994,0.768,175493,0.155,0,0.6890000000000001,2,0.113,-13.473,1,0,0.113,111.871,0.7390000000000001,1928
0.875,0.653,524093,0.368,0,0.00305,10,0.0972,-11.567,0,48,0.0439,117.161,0.249,1999
0.784,0.573,248707,0.639,0,0.633,0,0.0923,-7.143,1,53,0.0247,89.575,0.24,2011
0.883,0.588,134493,0.336,0,0.0,7,0.251,-11.818,0,1,0.0461,169.384,0.667,1954
0.882,0.56,132840,0.302,0,3.58e-06,0,0.0975,-10.553,1,8,0.16,173.67700000000005,0.805,1959
0.947,0.168,731107,0.198,0,0.8859999999999999,4,0.248,-15.967,0,3,0.037,81.39,0.149,1955
0.381,0.4370000000000001,454853,0.899,0,0.000796,5,0.131,-6.392,1,31,0.093,97.94,0.4320000000000001,1985
0.376,0.81,170619,0.595,0,0.00371,9,0.429,-7.848,1,24,0.166,113.264,0.8240000000000001,1975
0.975,0.531,201800,0.353,0,0.000473,8,0.591,-15.677,1,0,0.198,119.202,0.551,1948
0.872,0.447,329000,0.422,0,5.6e-06,1,0.102,-11.076,0,50,0.1669999999999999,165.695,0.77,2012
0.0485,0.464,433333,0.563,0,0.654,1,0.987,-12.987,1,25,0.0495,126.826,0.385,1969
0.578,0.674,314547,0.451,0,0.000698,11,0.0865,-11.831,0,45,0.0304,135.435,0.67,1989
0.000123,0.409,275013,0.8590000000000001,0,0.0,10,0.369,-4.098,0,60,0.0367,154.023,0.473,2015
0.289,0.599,195760,0.352,0,0.0,5,0.0865,-14.823,1,36,0.0302,101.758,0.411,1982
0.996,0.586,199000,0.237,0,0.935,7,0.281,-13.927,0,0,0.038,83.335,0.909,1940
0.0202,0.217,1787761,0.911,0,0.7240000000000001,1,0.337,-27.515,1,66,0.18,91.211,0.0265,2009
0.0239,0.522,127400,0.892,0,0.0715,6,0.295,-8.472000000000001,1,46,0.0515,166.093,0.939,1976
0.992,0.313,181800,0.102,0,0.197,9,0.123,-20.0,1,8,0.0388,98.336,0.197,1955
0.00761,0.6459999999999999,225827,0.636,0,0.165,9,0.055,-15.222,1,52,0.0421,126.629,0.852,1991
0.989,0.526,151440,0.41,0,0.889,9,0.562,-12.451,1,0,0.039,67.15100000000001,0.917,1943
